>>>>>>>>>>> CUDA available : True
Namespace(batch_size=32, context_max_length=256, dataset='/home/hyuns6100/[4]newCRS/data/redial/', device=device(type='cuda'), entity_max_length=50, global_norm_clip=5, kg_dataset='[4]newCRS/data/dbpedia/', kg_emb_dim=128, learning_rate=0.0001, max_grad_norm=None, num_bases=8, num_epochs=10, num_warmup_steps=None, num_workers=0, output_dataset_dir='/home/hyuns6100/[4]newCRS/data/redial/', output_dir='/home/hyuns6100/[4]newCRS/save/', save_name='ent_sent_rec_v3', seed=42, senti_tokenizer='roberta-base', text_encoder='roberta-base', text_tokenizer='roberta-base', weight_decay=0.01)
2023-12-11 11:44:07.648 | INFO     | __main__:<module>:280 - ***** Load Dataset *****
 95%|█████████▍| 3258/3444 [06:07<00:20,  8.99it/s]
 95%|█████████▍| 3259/3444 [06:07<00:20,  9.09it/s]
 95%|█████████▍| 3260/3444 [06:07<00:20,  8.99it/s]
 95%|█████████▍| 3261/3444 [06:07<00:20,  8.95it/s]
 95%|█████████▍| 3262/3444 [06:08<00:20,  8.92it/s]
 95%|█████████▍| 3263/3444 [06:08<00:19,  9.13it/s]
 95%|█████████▍| 3264/3444 [06:08<00:19,  9.02it/s]
 95%|█████████▍| 3265/3444 [06:08<00:19,  8.96it/s]
 95%|█████████▍| 3266/3444 [06:08<00:19,  8.93it/s]
 95%|█████████▍| 3267/3444 [06:08<00:19,  8.91it/s]
 95%|█████████▍| 3268/3444 [06:08<00:19,  8.87it/s]
 95%|█████████▍| 3269/3444 [06:08<00:19,  8.85it/s]
 95%|█████████▍| 3270/3444 [06:08<00:19,  8.85it/s]
 95%|█████████▍| 3271/3444 [06:09<00:19,  8.84it/s]
 95%|█████████▌| 3272/3444 [06:09<00:19,  8.83it/s]
 95%|█████████▌| 3273/3444 [06:09<00:19,  8.83it/s]
 95%|█████████▌| 3274/3444 [06:09<00:19,  8.83it/s]
 95%|█████████▌| 3275/3444 [06:09<00:19,  8.84it/s]
 95%|█████████▌| 3276/3444 [06:09<00:19,  8.84it/s]
 95%|█████████▌| 3278/3444 [06:09<00:17,  9.26it/s]
 95%|█████████▌| 3279/3444 [06:09<00:18,  9.14it/s]
 95%|█████████▌| 3280/3444 [06:10<00:18,  9.05it/s]
 95%|█████████▌| 3281/3444 [06:10<00:18,  8.98it/s]
 95%|█████████▌| 3282/3444 [06:10<00:18,  8.95it/s]
 95%|█████████▌| 3283/3444 [06:10<00:18,  8.90it/s]
 95%|█████████▌| 3284/3444 [06:10<00:18,  8.88it/s]
 95%|█████████▌| 3286/3444 [06:10<00:16,  9.31it/s]
 95%|█████████▌| 3287/3444 [06:10<00:17,  9.19it/s]
 95%|█████████▌| 3288/3444 [06:10<00:16,  9.30it/s]
 95%|█████████▌| 3289/3444 [06:11<00:16,  9.15it/s]
 96%|█████████▌| 3290/3444 [06:11<00:16,  9.06it/s]
 96%|█████████▌| 3291/3444 [06:11<00:17,  9.00it/s]
 96%|█████████▌| 3292/3444 [06:11<00:16,  8.96it/s]
 96%|█████████▌| 3293/3444 [06:11<00:16,  8.92it/s]
 96%|█████████▌| 3294/3444 [06:11<00:16,  9.10it/s]
 96%|█████████▌| 3295/3444 [06:11<00:16,  9.01it/s]
 96%|█████████▌| 3297/3444 [06:11<00:15,  9.35it/s]
 96%|█████████▌| 3298/3444 [06:12<00:15,  9.22it/s]
 96%|█████████▌| 3299/3444 [06:12<00:15,  9.11it/s]
 96%|█████████▌| 3301/3444 [06:12<00:15,  9.36it/s]
 96%|█████████▌| 3302/3444 [06:12<00:15,  9.24it/s]
 96%|█████████▌| 3303/3444 [06:12<00:15,  9.15it/s]
 96%|█████████▌| 3304/3444 [06:12<00:15,  9.07it/s]
 96%|█████████▌| 3305/3444 [06:12<00:15,  9.02it/s]
 96%|█████████▌| 3306/3444 [06:12<00:15,  8.96it/s]
 96%|█████████▌| 3307/3444 [06:13<00:15,  9.02it/s]
 96%|█████████▌| 3308/3444 [06:13<00:15,  8.95it/s]
 96%|█████████▌| 3309/3444 [06:13<00:15,  8.90it/s]
 96%|█████████▌| 3310/3444 [06:13<00:15,  8.87it/s]
 96%|█████████▌| 3311/3444 [06:13<00:15,  8.86it/s]
 96%|█████████▌| 3312/3444 [06:13<00:14,  8.86it/s]
 96%|█████████▌| 3313/3444 [06:13<00:14,  8.85it/s]
 96%|█████████▌| 3314/3444 [06:13<00:14,  8.85it/s]
 96%|█████████▋| 3315/3444 [06:13<00:14,  8.85it/s]
 96%|█████████▋| 3316/3444 [06:14<00:14,  8.84it/s]
 96%|█████████▋| 3317/3444 [06:14<00:14,  8.84it/s]
 96%|█████████▋| 3318/3444 [06:14<00:14,  8.84it/s]
 96%|█████████▋| 3319/3444 [06:14<00:14,  8.84it/s]
 96%|█████████▋| 3320/3444 [06:14<00:14,  8.82it/s]
 96%|█████████▋| 3322/3444 [06:14<00:13,  9.23it/s]
 96%|█████████▋| 3323/3444 [06:14<00:13,  9.13it/s]
 97%|█████████▋| 3324/3444 [06:14<00:13,  9.06it/s]
 97%|█████████▋| 3325/3444 [06:15<00:13,  9.00it/s]
 97%|█████████▋| 3327/3444 [06:15<00:12,  9.20it/s]
 97%|█████████▋| 3328/3444 [06:15<00:12,  9.10it/s]
 97%|█████████▋| 3329/3444 [06:15<00:12,  9.28it/s]
 97%|█████████▋| 3330/3444 [06:15<00:12,  9.14it/s]
 97%|█████████▋| 3331/3444 [06:15<00:12,  9.05it/s]
 97%|█████████▋| 3332/3444 [06:15<00:12,  8.99it/s]
 97%|█████████▋| 3333/3444 [06:15<00:12,  8.96it/s]
 97%|█████████▋| 3335/3444 [06:16<00:11,  9.28it/s]
 97%|█████████▋| 3336/3444 [06:16<00:11,  9.17it/s]
 97%|█████████▋| 3337/3444 [06:16<00:11,  9.23it/s]
 97%|█████████▋| 3338/3444 [06:16<00:11,  9.09it/s]
 97%|█████████▋| 3339/3444 [06:16<00:11,  9.00it/s]
 97%|█████████▋| 3340/3444 [06:16<00:11,  8.95it/s]
 97%|█████████▋| 3341/3444 [06:16<00:11,  8.92it/s]
 97%|█████████▋| 3342/3444 [06:16<00:11,  8.89it/s]
 97%|█████████▋| 3343/3444 [06:17<00:11,  9.08it/s]
 97%|█████████▋| 3344/3444 [06:17<00:10,  9.11it/s]
 97%|█████████▋| 3345/3444 [06:17<00:10,  9.11it/s]
 97%|█████████▋| 3346/3444 [06:17<00:10,  9.02it/s]
 97%|█████████▋| 3347/3444 [06:17<00:10,  8.98it/s]
 97%|█████████▋| 3348/3444 [06:17<00:10,  8.93it/s]
 97%|█████████▋| 3349/3444 [06:17<00:10,  8.90it/s]
 97%|█████████▋| 3350/3444 [06:17<00:10,  8.88it/s]
 97%|█████████▋| 3351/3444 [06:17<00:10,  8.87it/s]
 97%|█████████▋| 3352/3444 [06:18<00:10,  8.85it/s]
 97%|█████████▋| 3353/3444 [06:18<00:10,  8.84it/s]
 97%|█████████▋| 3354/3444 [06:18<00:10,  8.84it/s]
 97%|█████████▋| 3355/3444 [06:18<00:10,  8.85it/s]
 97%|█████████▋| 3356/3444 [06:18<00:09,  8.86it/s]
 97%|█████████▋| 3357/3444 [06:18<00:09,  8.85it/s]
 98%|█████████▊| 3359/3444 [06:18<00:09,  9.23it/s]
 98%|█████████▊| 3360/3444 [06:18<00:09,  9.13it/s]
 98%|█████████▊| 3361/3444 [06:19<00:09,  9.05it/s]
 98%|█████████▊| 3362/3444 [06:19<00:09,  8.95it/s]
 98%|█████████▊| 3363/3444 [06:19<00:09,  8.91it/s]
 98%|█████████▊| 3364/3444 [06:19<00:08,  8.89it/s]
 98%|█████████▊| 3365/3444 [06:19<00:08,  9.03it/s]
 98%|█████████▊| 3366/3444 [06:19<00:08,  8.95it/s]
 98%|█████████▊| 3367/3444 [06:19<00:08,  9.01it/s]
 98%|█████████▊| 3368/3444 [06:19<00:08,  8.92it/s]
 98%|█████████▊| 3369/3444 [06:19<00:08,  8.89it/s]
 98%|█████████▊| 3370/3444 [06:20<00:08,  8.88it/s]
 98%|█████████▊| 3371/3444 [06:20<00:08,  8.86it/s]
 98%|█████████▊| 3372/3444 [06:20<00:07,  9.10it/s]
 98%|█████████▊| 3374/3444 [06:20<00:07,  9.40it/s]
 98%|█████████▊| 3375/3444 [06:20<00:07,  9.25it/s]
 98%|█████████▊| 3376/3444 [06:20<00:07,  9.15it/s]
 98%|█████████▊| 3377/3444 [06:20<00:07,  9.06it/s]
 98%|█████████▊| 3378/3444 [06:20<00:07,  9.00it/s]
 98%|█████████▊| 3379/3444 [06:21<00:07,  8.95it/s]
 98%|█████████▊| 3381/3444 [06:21<00:06,  9.36it/s]
 98%|█████████▊| 3382/3444 [06:21<00:06,  9.22it/s]
 98%|█████████▊| 3383/3444 [06:21<00:06,  9.12it/s]
 98%|█████████▊| 3384/3444 [06:21<00:06,  9.04it/s]
 98%|█████████▊| 3385/3444 [06:21<00:06,  8.99it/s]
 98%|█████████▊| 3386/3444 [06:21<00:06,  8.94it/s]
 98%|█████████▊| 3387/3444 [06:21<00:06,  8.92it/s]
 98%|█████████▊| 3388/3444 [06:22<00:06,  8.90it/s]
 98%|█████████▊| 3389/3444 [06:22<00:06,  8.87it/s]
 98%|█████████▊| 3390/3444 [06:22<00:05,  9.16it/s]
 98%|█████████▊| 3391/3444 [06:22<00:05,  9.04it/s]
 98%|█████████▊| 3392/3444 [06:22<00:05,  8.99it/s]
 99%|█████████▊| 3393/3444 [06:22<00:05,  8.95it/s]
 99%|█████████▊| 3394/3444 [06:22<00:05,  8.92it/s]
 99%|█████████▊| 3395/3444 [06:22<00:05,  8.89it/s]
 99%|█████████▊| 3396/3444 [06:22<00:05,  8.87it/s]
 99%|█████████▊| 3397/3444 [06:23<00:05,  8.87it/s]
 99%|█████████▊| 3398/3444 [06:23<00:05,  8.86it/s]
 99%|█████████▊| 3399/3444 [06:23<00:05,  8.85it/s]
 99%|█████████▊| 3400/3444 [06:23<00:04,  8.84it/s]
 99%|█████████▉| 3401/3444 [06:23<00:04,  8.83it/s]
 99%|█████████▉| 3402/3444 [06:23<00:04,  8.84it/s]
 99%|█████████▉| 3403/3444 [06:23<00:04,  8.83it/s]
 99%|█████████▉| 3404/3444 [06:23<00:04,  8.83it/s]
 99%|█████████▉| 3405/3444 [06:23<00:04,  8.83it/s]
 99%|█████████▉| 3406/3444 [06:24<00:04,  8.83it/s]
 99%|█████████▉| 3407/3444 [06:24<00:04,  8.83it/s]
 99%|█████████▉| 3408/3444 [06:24<00:04,  8.82it/s]
 99%|█████████▉| 3409/3444 [06:24<00:03,  8.83it/s]
 99%|█████████▉| 3410/3444 [06:24<00:03,  8.84it/s]
 99%|█████████▉| 3411/3444 [06:24<00:03,  8.83it/s]
 99%|█████████▉| 3412/3444 [06:24<00:03,  8.83it/s]
 99%|█████████▉| 3413/3444 [06:24<00:03,  8.84it/s]
 99%|█████████▉| 3414/3444 [06:24<00:03,  8.85it/s]
 99%|█████████▉| 3415/3444 [06:25<00:03,  8.85it/s]
 99%|█████████▉| 3416/3444 [06:25<00:03,  9.13it/s]
 99%|█████████▉| 3418/3444 [06:25<00:02,  9.45it/s]
 99%|█████████▉| 3419/3444 [06:25<00:02,  9.29it/s]
 99%|█████████▉| 3420/3444 [06:25<00:02,  9.17it/s]
 99%|█████████▉| 3421/3444 [06:25<00:02,  9.08it/s]
 99%|█████████▉| 3422/3444 [06:25<00:02,  9.02it/s]
 99%|█████████▉| 3423/3444 [06:25<00:02,  8.97it/s]
 99%|█████████▉| 3425/3444 [06:26<00:02,  9.35it/s]
 99%|█████████▉| 3426/3444 [06:26<00:01,  9.22it/s]
100%|█████████▉| 3427/3444 [06:26<00:01,  9.12it/s]
100%|█████████▉| 3428/3444 [06:26<00:01,  9.04it/s]
100%|█████████▉| 3429/3444 [06:26<00:01,  8.99it/s]
100%|█████████▉| 3430/3444 [06:26<00:01,  8.95it/s]
100%|█████████▉| 3431/3444 [06:26<00:01,  8.92it/s]
100%|█████████▉| 3432/3444 [06:26<00:01,  8.90it/s]
100%|█████████▉| 3433/3444 [06:27<00:01,  8.88it/s]
100%|█████████▉| 3434/3444 [06:27<00:01,  8.87it/s]
100%|█████████▉| 3435/3444 [06:27<00:01,  8.86it/s]
100%|█████████▉| 3436/3444 [06:27<00:00,  8.84it/s]
100%|█████████▉| 3437/3444 [06:27<00:00,  8.85it/s]
100%|█████████▉| 3438/3444 [06:27<00:00,  8.85it/s]
100%|█████████▉| 3439/3444 [06:27<00:00,  8.98it/s]
100%|█████████▉| 3440/3444 [06:27<00:00,  8.91it/s]
100%|█████████▉| 3441/3444 [06:27<00:00,  9.10it/s]
100%|█████████▉| 3442/3444 [06:28<00:00,  9.00it/s]
100%|█████████▉| 3443/3444 [06:28<00:00,  8.95it/s]
100%|██████████| 3444/3444 [06:28<00:00,  8.73it/s]
100%|██████████| 3444/3444 [06:28<00:00,  8.87it/s]

  0%|          | 0/384 [00:00<?, ?it/s]
  0%|          | 1/384 [00:00<00:42,  9.10it/s]
  1%|          | 2/384 [00:00<00:42,  8.92it/s]
  1%|          | 3/384 [00:00<00:40,  9.36it/s]
  1%|          | 4/384 [00:00<00:40,  9.50it/s]
  1%|▏         | 5/384 [00:00<00:41,  9.23it/s]
  2%|▏         | 6/384 [00:00<00:41,  9.10it/s]
  2%|▏         | 8/384 [00:00<00:40,  9.30it/s]
  2%|▏         | 9/384 [00:00<00:40,  9.17it/s]
  3%|▎         | 10/384 [00:01<00:40,  9.17it/s]
  3%|▎         | 11/384 [00:01<00:40,  9.31it/s]
  3%|▎         | 13/384 [00:01<00:36, 10.11it/s]
  4%|▎         | 14/384 [00:01<00:37,  9.75it/s]
  4%|▍         | 15/384 [00:01<00:37,  9.73it/s]
  4%|▍         | 16/384 [00:01<00:38,  9.44it/s]
  4%|▍         | 17/384 [00:01<00:39,  9.25it/s]
  5%|▍         | 18/384 [00:01<00:40,  9.13it/s]
  5%|▍         | 19/384 [00:02<00:40,  9.03it/s]
  5%|▌         | 20/384 [00:02<00:40,  8.96it/s]
  5%|▌         | 21/384 [00:02<00:40,  8.93it/s]
  6%|▌         | 22/384 [00:02<00:40,  8.87it/s]
  6%|▌         | 23/384 [00:02<00:39,  9.03it/s]
  6%|▋         | 24/384 [00:02<00:38,  9.24it/s]
  7%|▋         | 25/384 [00:02<00:39,  9.08it/s]
  7%|▋         | 26/384 [00:02<00:39,  9.02it/s]
  7%|▋         | 27/384 [00:02<00:39,  8.96it/s]
  8%|▊         | 29/384 [00:03<00:35,  9.91it/s]
  8%|▊         | 30/384 [00:03<00:36,  9.77it/s]
  8%|▊         | 31/384 [00:03<00:36,  9.74it/s]
  8%|▊         | 32/384 [00:03<00:37,  9.46it/s]
  9%|▊         | 33/384 [00:03<00:37,  9.28it/s]
  9%|▉         | 34/384 [00:03<00:38,  9.15it/s]
  9%|▉         | 35/384 [00:03<00:38,  9.02it/s]
  9%|▉         | 36/384 [00:03<00:38,  8.97it/s]
 10%|▉         | 38/384 [00:04<00:37,  9.24it/s]
 10%|█         | 39/384 [00:04<00:37,  9.25it/s]
 10%|█         | 40/384 [00:04<00:37,  9.12it/s]
 11%|█         | 41/384 [00:04<00:37,  9.04it/s]
 11%|█         | 42/384 [00:04<00:37,  9.11it/s]
 11%|█▏        | 44/384 [00:04<00:36,  9.43it/s]
 12%|█▏        | 45/384 [00:04<00:36,  9.28it/s]
 12%|█▏        | 47/384 [00:05<00:35,  9.53it/s]
 13%|█▎        | 49/384 [00:05<00:34,  9.59it/s]
 13%|█▎        | 50/384 [00:05<00:35,  9.43it/s]
 13%|█▎        | 51/384 [00:05<00:35,  9.29it/s]
 14%|█▎        | 52/384 [00:05<00:36,  9.16it/s]
 14%|█▍        | 54/384 [00:05<00:35,  9.33it/s]
 14%|█▍        | 55/384 [00:05<00:35,  9.22it/s]
 15%|█▍        | 56/384 [00:06<00:35,  9.12it/s]
 15%|█▍        | 57/384 [00:06<00:35,  9.32it/s]
 15%|█▌        | 58/384 [00:06<00:35,  9.29it/s]
 15%|█▌        | 59/384 [00:06<00:35,  9.15it/s]
 16%|█▌        | 60/384 [00:06<00:35,  9.05it/s]
 16%|█▌        | 61/384 [00:06<00:35,  9.21it/s]
 16%|█▌        | 62/384 [00:06<00:34,  9.23it/s]
 16%|█▋        | 63/384 [00:06<00:34,  9.36it/s]
 17%|█▋        | 64/384 [00:06<00:34,  9.18it/s]
 17%|█▋        | 65/384 [00:07<00:34,  9.31it/s]
 17%|█▋        | 66/384 [00:07<00:34,  9.14it/s]
 17%|█▋        | 67/384 [00:07<00:35,  9.05it/s]
 18%|█▊        | 68/384 [00:07<00:35,  8.98it/s]
 18%|█▊        | 69/384 [00:07<00:35,  8.94it/s]
 18%|█▊        | 70/384 [00:07<00:35,  8.91it/s]
 18%|█▊        | 71/384 [00:07<00:35,  8.89it/s]
 19%|█▉        | 72/384 [00:07<00:35,  8.86it/s]
 19%|█▉        | 73/384 [00:07<00:35,  8.84it/s]
 20%|█▉        | 75/384 [00:08<00:33,  9.34it/s]
 20%|█▉        | 76/384 [00:08<00:33,  9.20it/s]
 20%|██        | 77/384 [00:08<00:33,  9.21it/s]
 20%|██        | 78/384 [00:08<00:33,  9.26it/s]
 21%|██        | 79/384 [00:08<00:32,  9.41it/s]
 21%|██        | 81/384 [00:08<00:31,  9.62it/s]
 22%|██▏       | 83/384 [00:08<00:31,  9.67it/s]
 22%|██▏       | 84/384 [00:09<00:31,  9.46it/s]
 22%|██▏       | 85/384 [00:09<00:31,  9.48it/s]
 22%|██▏       | 86/384 [00:09<00:32,  9.31it/s]
 23%|██▎       | 87/384 [00:09<00:32,  9.18it/s]
 23%|██▎       | 88/384 [00:09<00:32,  9.18it/s]
 23%|██▎       | 89/384 [00:09<00:32,  9.06it/s]
 23%|██▎       | 90/384 [00:09<00:32,  9.00it/s]
 24%|██▎       | 91/384 [00:09<00:32,  8.94it/s]
 24%|██▍       | 92/384 [00:09<00:32,  9.12it/s]
 24%|██▍       | 94/384 [00:10<00:30,  9.49it/s]
 25%|██▍       | 95/384 [00:10<00:30,  9.32it/s]
 25%|██▌       | 96/384 [00:10<00:31,  9.20it/s]
 25%|██▌       | 97/384 [00:10<00:30,  9.32it/s]
 26%|██▌       | 98/384 [00:10<00:31,  9.16it/s]
 26%|██▌       | 99/384 [00:10<00:31,  9.18it/s]
 26%|██▌       | 100/384 [00:10<00:31,  9.07it/s]
 26%|██▋       | 101/384 [00:10<00:31,  9.01it/s]
 27%|██▋       | 102/384 [00:11<00:31,  8.93it/s]
 27%|██▋       | 104/384 [00:11<00:28,  9.87it/s]
 27%|██▋       | 105/384 [00:11<00:28,  9.86it/s]
 28%|██▊       | 106/384 [00:11<00:29,  9.56it/s]
 28%|██▊       | 108/384 [00:11<00:28,  9.56it/s]
 28%|██▊       | 109/384 [00:11<00:29,  9.38it/s]
 29%|██▊       | 110/384 [00:11<00:29,  9.24it/s]
 29%|██▉       | 111/384 [00:11<00:29,  9.26it/s]
 29%|██▉       | 112/384 [00:12<00:29,  9.13it/s]
 29%|██▉       | 113/384 [00:12<00:29,  9.17it/s]
 30%|██▉       | 114/384 [00:12<00:29,  9.04it/s]
 30%|██▉       | 115/384 [00:12<00:29,  8.99it/s]
 30%|███       | 116/384 [00:12<00:29,  8.94it/s]
 31%|███       | 118/384 [00:12<00:27,  9.51it/s]
 31%|███       | 119/384 [00:12<00:28,  9.46it/s]
 31%|███▏      | 120/384 [00:12<00:28,  9.26it/s]
 32%|███▏      | 121/384 [00:13<00:28,  9.14it/s]
 32%|███▏      | 122/384 [00:13<00:28,  9.06it/s]
 32%|███▏      | 123/384 [00:13<00:28,  9.00it/s]
 32%|███▏      | 124/384 [00:13<00:28,  9.21it/s]
 33%|███▎      | 125/384 [00:13<00:28,  9.25it/s]
 33%|███▎      | 126/384 [00:13<00:28,  9.11it/s]
 33%|███▎      | 127/384 [00:13<00:27,  9.35it/s]
 34%|███▎      | 129/384 [00:13<00:26,  9.73it/s]
 34%|███▍      | 130/384 [00:14<00:26,  9.49it/s]
 34%|███▍      | 131/384 [00:14<00:27,  9.31it/s]
 35%|███▍      | 133/384 [00:14<00:25, 10.02it/s]
 35%|███▍      | 134/384 [00:14<00:25,  9.92it/s]
 35%|███▌      | 135/384 [00:14<00:25,  9.90it/s]
 35%|███▌      | 136/384 [00:14<00:25,  9.59it/s]
 36%|███▌      | 137/384 [00:14<00:26,  9.37it/s]
 36%|███▌      | 138/384 [00:14<00:26,  9.42it/s]
 36%|███▌      | 139/384 [00:14<00:26,  9.21it/s]
 36%|███▋      | 140/384 [00:15<00:25,  9.40it/s]
 37%|███▋      | 141/384 [00:15<00:26,  9.19it/s]
 37%|███▋      | 142/384 [00:15<00:26,  9.08it/s]
 37%|███▋      | 143/384 [00:15<00:26,  9.19it/s]
 38%|███▊      | 144/384 [00:15<00:26,  9.07it/s]
 38%|███▊      | 146/384 [00:15<00:25,  9.45it/s]
 39%|███▊      | 148/384 [00:15<00:24,  9.56it/s]
 39%|███▉      | 149/384 [00:16<00:25,  9.38it/s]
 39%|███▉      | 150/384 [00:16<00:25,  9.25it/s]
 39%|███▉      | 151/384 [00:16<00:25,  9.14it/s]
 40%|███▉      | 152/384 [00:16<00:25,  9.05it/s]
 40%|███▉      | 153/384 [00:16<00:24,  9.26it/s]
 40%|████      | 154/384 [00:16<00:24,  9.23it/s]
 40%|████      | 155/384 [00:16<00:25,  9.11it/s]
 41%|████      | 156/384 [00:16<00:25,  9.01it/s]
 41%|████      | 157/384 [00:16<00:24,  9.13it/s]
 41%|████      | 158/384 [00:17<00:25,  9.03it/s]
 41%|████▏     | 159/384 [00:17<00:25,  8.97it/s]
 42%|████▏     | 160/384 [00:17<00:25,  8.93it/s]
 42%|████▏     | 161/384 [00:17<00:24,  9.03it/s]
 42%|████▏     | 162/384 [00:17<00:24,  8.97it/s]
 43%|████▎     | 164/384 [00:17<00:23,  9.42it/s]
 43%|████▎     | 165/384 [00:17<00:23,  9.24it/s]
 43%|████▎     | 166/384 [00:17<00:23,  9.14it/s]
 43%|████▎     | 167/384 [00:18<00:23,  9.06it/s]
 44%|████▍     | 168/384 [00:18<00:24,  8.99it/s]
 44%|████▍     | 170/384 [00:18<00:22,  9.35it/s]
 45%|████▍     | 171/384 [00:18<00:22,  9.32it/s]
 45%|████▍     | 172/384 [00:18<00:23,  9.18it/s]
 45%|████▌     | 174/384 [00:18<00:22,  9.34it/s]
 46%|████▌     | 175/384 [00:18<00:22,  9.20it/s]
 46%|████▌     | 177/384 [00:19<00:22,  9.35it/s]
 46%|████▋     | 178/384 [00:19<00:22,  9.23it/s]
 47%|████▋     | 179/384 [00:19<00:22,  9.14it/s]
 47%|████▋     | 180/384 [00:19<00:22,  9.26it/s]
 47%|████▋     | 181/384 [00:19<00:22,  9.12it/s]
 47%|████▋     | 182/384 [00:19<00:22,  9.05it/s]
 48%|████▊     | 183/384 [00:19<00:22,  8.99it/s]
 48%|████▊     | 184/384 [00:19<00:22,  8.92it/s]
 48%|████▊     | 185/384 [00:19<00:22,  8.90it/s]
 48%|████▊     | 186/384 [00:20<00:22,  8.88it/s]
 49%|████▊     | 187/384 [00:20<00:22,  8.87it/s]
 49%|████▉     | 188/384 [00:20<00:22,  8.87it/s]
 49%|████▉     | 189/384 [00:20<00:22,  8.86it/s]
 50%|████▉     | 191/384 [00:20<00:20,  9.19it/s]
 50%|█████     | 193/384 [00:20<00:20,  9.44it/s]
 51%|█████     | 194/384 [00:20<00:20,  9.24it/s]
 51%|█████     | 195/384 [00:21<00:20,  9.39it/s]
 51%|█████     | 196/384 [00:21<00:19,  9.46it/s]
 51%|█████▏    | 197/384 [00:21<00:20,  9.28it/s]
 52%|█████▏    | 198/384 [00:21<00:20,  9.16it/s]
 52%|█████▏    | 200/384 [00:21<00:19,  9.32it/s]
 52%|█████▏    | 201/384 [00:21<00:19,  9.20it/s]
 53%|█████▎    | 202/384 [00:21<00:19,  9.19it/s]
 53%|█████▎    | 204/384 [00:22<00:18,  9.98it/s]
 53%|█████▎    | 205/384 [00:22<00:18,  9.82it/s]
 54%|█████▎    | 206/384 [00:22<00:18,  9.54it/s]
 54%|█████▍    | 207/384 [00:22<00:18,  9.58it/s]
 54%|█████▍    | 208/384 [00:22<00:18,  9.34it/s]
 54%|█████▍    | 209/384 [00:22<00:19,  9.20it/s]
 55%|█████▍    | 210/384 [00:22<00:19,  9.10it/s]
 55%|█████▍    | 211/384 [00:22<00:19,  9.01it/s]
 55%|█████▌    | 212/384 [00:22<00:19,  8.96it/s]
 55%|█████▌    | 213/384 [00:23<00:19,  8.93it/s]
 56%|█████▌    | 214/384 [00:23<00:19,  8.89it/s]
 56%|█████▌    | 215/384 [00:23<00:18,  9.04it/s]
 56%|█████▋    | 216/384 [00:23<00:18,  9.26it/s]
 57%|█████▋    | 217/384 [00:23<00:18,  9.11it/s]
 57%|█████▋    | 218/384 [00:23<00:18,  9.03it/s]
 57%|█████▋    | 219/384 [00:23<00:18,  8.96it/s]
 58%|█████▊    | 221/384 [00:23<00:16,  9.92it/s]
 58%|█████▊    | 222/384 [00:23<00:16,  9.77it/s]
 58%|█████▊    | 223/384 [00:24<00:16,  9.67it/s]
 58%|█████▊    | 224/384 [00:24<00:16,  9.42it/s]
 59%|█████▊    | 225/384 [00:24<00:17,  9.25it/s]
 59%|█████▉    | 226/384 [00:24<00:17,  9.12it/s]
 59%|█████▉    | 227/384 [00:24<00:17,  9.04it/s]
 59%|█████▉    | 228/384 [00:24<00:16,  9.27it/s]
 60%|█████▉    | 230/384 [00:24<00:16,  9.39it/s]
 60%|██████    | 231/384 [00:24<00:16,  9.34it/s]
 60%|██████    | 232/384 [00:25<00:16,  9.19it/s]
 61%|██████    | 233/384 [00:25<00:16,  9.07it/s]
 61%|██████    | 234/384 [00:25<00:16,  9.13it/s]
 61%|██████▏   | 236/384 [00:25<00:15,  9.44it/s]
 62%|██████▏   | 238/384 [00:25<00:14, 10.16it/s]
 62%|██████▏   | 239/384 [00:25<00:14,  9.82it/s]
 63%|██████▎   | 241/384 [00:25<00:14,  9.78it/s]
 63%|██████▎   | 242/384 [00:26<00:14,  9.56it/s]
 63%|██████▎   | 243/384 [00:26<00:15,  9.39it/s]
 64%|██████▎   | 244/384 [00:26<00:15,  9.24it/s]
 64%|██████▍   | 246/384 [00:26<00:14,  9.39it/s]
 64%|██████▍   | 247/384 [00:26<00:14,  9.26it/s]
 65%|██████▍   | 248/384 [00:26<00:14,  9.15it/s]
 65%|██████▍   | 249/384 [00:26<00:14,  9.31it/s]
 65%|██████▌   | 250/384 [00:26<00:14,  9.27it/s]
 65%|██████▌   | 251/384 [00:27<00:14,  9.13it/s]
 66%|██████▌   | 252/384 [00:27<00:14,  9.04it/s]
 66%|██████▌   | 253/384 [00:27<00:14,  9.21it/s]
 66%|██████▌   | 254/384 [00:27<00:14,  9.23it/s]
 66%|██████▋   | 255/384 [00:27<00:13,  9.37it/s]
 67%|██████▋   | 256/384 [00:27<00:13,  9.20it/s]
 67%|██████▋   | 257/384 [00:27<00:13,  9.33it/s]
 67%|██████▋   | 258/384 [00:27<00:13,  9.16it/s]
 67%|██████▋   | 259/384 [00:27<00:13,  9.05it/s]
 68%|██████▊   | 260/384 [00:28<00:13,  8.98it/s]
 68%|██████▊   | 261/384 [00:28<00:13,  8.93it/s]
 68%|██████▊   | 262/384 [00:28<00:13,  8.91it/s]
 68%|██████▊   | 263/384 [00:28<00:13,  8.89it/s]
 69%|██████▉   | 264/384 [00:28<00:13,  8.86it/s]
 69%|██████▉   | 265/384 [00:28<00:13,  8.85it/s]
 70%|██████▉   | 267/384 [00:28<00:12,  9.36it/s]
 70%|██████▉   | 268/384 [00:28<00:12,  9.20it/s]
